ID,Long_start,Lat_start,Long_end,Lat_end,Length,Speed
142,103.9564943,30.7450801,103.9613727,30.75254195,949.7687465,48.51666667
143,104.0507089,30.76141245,104.0479925,30.76138863,260.003546,35.86666667
144,104.127086,30.77857558,104.1374701,30.77433248,1099.377533,46.805
145,104.127086,30.77857558,104.0737873,30.78668402,5178.755161,46.805
146,103.9691811,30.72962272,103.9780511,30.71972036,1387.754926,37.81111111
147,103.9691811,30.72962272,103.9709046,30.73015438,175.2258277,32.9
148,104.0008574,30.72248966,103.9944727,30.71680117,878.2173475,31.33333333
149,104.0008574,30.72248966,104.0017918,30.72113711,174.577126,31.85
150,104.0008574,30.72248966,103.9990459,30.72573991,399.819279,31.59166667
151,104.0008574,30.72248966,104.0068158,30.72585148,681.411241,26.73333333
152,104.115936,30.68478406,104.1157328,30.68282827,217.6304248,33.5
153,104.115936,30.68478406,104.1188763,30.68269678,364.468426,28
154,104.115936,30.68478406,104.1143105,30.68613383,215.9173046,30.75
155,104.153472,30.68495031,104.1595999,30.6846658,587.8169162,45.33333333
156,104.153472,30.68495031,104.1476634,30.68782026,640.8767311,77.85
157,103.9971186,30.64328713,103.9966501,30.64288317,63.4009281,31.81395833
158,103.9971186,30.64328713,104.0043112,30.63573997,1083.884355,48.15
159,103.9971186,30.64328713,103.9995359,30.6447123,280.3753136,39.84583333
160,103.9971186,30.64328713,103.9898616,30.65121392,1120.459658,48.15
161,104.0442801,30.63824024,104.0424412,30.63531088,369.4097262,18.80416667
162,104.0442801,30.63824024,104.0450327,30.63930565,138.3653967,18.9
163,104.0442801,30.63824024,104.0411563,30.63977679,344.4107303,21.865
164,104.0919899,30.64973175,104.0909857,30.64806866,207.9239017,33.05
165,104.0919899,30.64973175,104.0894982,30.65024457,245.4249467,13.0625
166,104.0919899,30.64973175,104.0934433,30.65227021,313.9204424,47.23157895
167,104.1731426,30.67412276,104.1604886,30.67205697,1233.652182,85.55
168,104.1731426,30.67412276,104.174737,30.66454521,1072.394654,63.65833333
169,104.1731426,30.67412276,104.2033612,30.67494723,2896.260247,85.55
170,103.9582174,30.57340291,103.966243,30.57342223,769.663418,75.5
171,104.0377793,30.62313997,104.040157,30.62176571,274.1133533,31.4
172,104.0377793,30.62313997,104.0353868,30.62436116,266.2771936,27.78333333
173,104.0377793,30.62313997,104.0388775,30.62491655,223.2688421,29.59166667
174,104.1041006,30.59388005,104.1072423,30.59430952,304.9521499,12.43333333
175,104.1041006,30.59388005,104.1040346,30.59590093,224.0604964,27.946875
176,104.1392625,30.60626466,104.1354405,30.60123549,667.0150371,24.8
177,104.1392625,30.60626466,104.1441733,30.60359371,556.1092987,46.075
178,104.1392625,30.60626466,104.1346143,30.60842985,506.0911374,46.075
179,103.9412759,30.75449343,103.9552436,30.7700213,2179.281715,68.1425
180,104.0666187,30.74499537,104.0600238,30.74269338,680.9342629,44.21666667
181,104.0737873,30.78668402,104.0475071,30.78634412,2514.976447,66.0125
182,104.190672,30.73707999,104.1722518,30.72037834,2556.670043,33.65714286
183,104.190672,30.73707999,104.200667,30.70612702,3561.461404,42.65230042
184,103.9731061,30.68598032,103.9706768,30.68583598,233.2483219,41.14333333
185,103.9731061,30.68598032,103.9733365,30.67656097,1044.207014,38.9875
186,103.9731061,30.68598032,103.9769843,30.6953588,1103.828643,38.9875
187,104.0104187,30.68940234,104.0093726,30.68765838,217.7158719,33.5
188,104.0104187,30.68940234,104.0155067,30.68723514,543.3340304,39.275
189,104.0104187,30.68940234,104.0065398,30.69141036,433.0946594,44.15
190,104.0104187,30.68940234,104.0121158,30.69204887,335.3540978,40.7
191,104.1033786,30.70633756,104.1015938,30.70628948,171.0052479,27.25
192,104.1033786,30.70633756,104.1031337,30.70349434,315.986651,27.975
193,104.1033786,30.70633756,104.1060918,30.7062197,260.1592847,25.4
194,104.1649449,30.68504344,104.1595999,30.6846658,513.6855656,81.7
195,104.1649449,30.68504344,104.1703327,30.68548169,518.3521345,42.61666667
196,104.1649449,30.68504344,104.1645632,30.69122648,686.2321224,42.61666667
197,103.998373,30.6369159,103.9977251,30.63671174,66.08638951,29.05
198,103.998373,30.6369159,103.9992384,30.63572543,155.8463457,14.18333333
199,104.0135237,30.65990556,104.0118326,30.65796024,269.7031656,37.09333333
200,104.0135237,30.65990556,104.0163373,30.66013517,270.7760379,31.51
201,104.0135237,30.65990556,104.0139977,30.66431216,490.4980126,14.05833333
202,104.1179738,30.65793984,104.1121511,30.65500441,645.8292508,15.55
203,104.1179738,30.65793984,104.1203144,30.65880798,244.0320835,42.33333333
204,104.1179738,30.65793984,104.1164633,30.66075295,343.7264565,24.83333333
205,104.1426242,30.63145711,104.1417226,30.6285471,333.8853966,22
206,104.1426242,30.63145711,104.1462001,30.63025162,367.8425915,32.81875
207,104.1426242,30.63145711,104.1377241,30.63284921,494.3112084,28.9
208,104.1426242,30.63145711,104.1445578,30.63469503,403.8793365,30.8046875
209,103.9487338,30.61070341,103.9604905,30.60401625,1348.923914,58.88356643
210,103.9487338,30.61070341,103.9642428,30.61742585,1662.937701,30.10454545
211,103.9487338,30.61070341,103.9425616,30.630378,2259.420999,58.88356643
212,104.0422154,30.60430027,104.0400367,30.60236365,299.4921877,100
213,104.0422154,30.60430027,104.0434786,30.60525631,160.9066087,39.3
214,104.0422154,30.60430027,104.0410529,30.60553353,176.3622819,21.95
215,104.0701368,30.57443762,104.065939,30.57440927,402.5694056,69.6
216,104.0701368,30.57443762,104.0696326,30.56814664,698.8963881,38.58571429
217,104.0701368,30.57443762,104.0765396,30.56871008,883.1558153,45.39285714
218,104.0701368,30.57443762,104.0723172,30.57817949,464.4351601,34.8
219,104.1645673,30.60893296,104.1589946,30.60397265,766.5512676,33.18809524
220,104.1645673,30.60893296,104.165091,30.61782895,987.1946311,39.325
221,103.9613727,30.75254195,103.9719399,30.74616094,1234.279989,45.64833333
222,104.0489107,30.74097516,104.0492907,30.73539337,619.7093779,47.3
223,104.0489107,30.74097516,104.0600238,30.74269338,1080.785337,47.7
224,104.0489107,30.74097516,104.0490336,30.74739145,711.2274612,47.3
225,103.979059,30.71243403,103.9802912,30.71025208,269.0872958,28.61875
226,103.979059,30.71243403,103.9810702,30.71328192,214.3025008,28.3625
227,104.0467513,30.72074964,104.0429071,30.71895045,418.6414886,19.36666667
228,104.0467513,30.72074964,104.0486006,30.71633647,520.1873761,26.71428571
229,104.0460135,30.72269194,104.0467513,30.72074964,226.564955,23.04047619
230,104.0467513,30.72074964,104.0496414,30.7228819,363.9071631,26.71428571
231,104.0946566,30.68181985,104.0925699,30.67906708,364.7385995,27.8
232,104.0946566,30.68181985,104.0927207,30.68269427,209.2367022,23
233,104.0946566,30.68181985,104.0968239,30.68454342,366.3525489,30.13333333
234,104.1583536,30.69959817,104.1476634,30.68782026,1658.984337,44.875
235,104.1583536,30.69959817,104.158776,30.69530501,477.5222472,37.295
236,104.1583536,30.69959817,104.1612313,30.70292569,460.3875534,28.45
237,104.1583536,30.69959817,104.1454657,30.71104408,1769.885404,38.6
238,103.9894492,30.66832512,103.9894097,30.66622431,232.8683491,20.625
239,103.9894492,30.66832512,103.991266,30.66818088,174.7956832,25.6
240,103.9894492,30.66832512,103.9848234,30.66853964,443.8111945,23.1125
241,104.0184715,30.63982391,104.0167328,30.63860797,214.3053235,34.15
242,104.0184715,30.63982391,104.0196137,30.63832934,198.5438166,37.55
243,104.0184715,30.63982391,104.0195149,30.64076755,144.6887032,35.975
244,104.0997464,30.62619552,104.095579,30.62458258,437.604509,19.92
245,104.0997464,30.62619552,104.1012867,30.62466428,224.9325864,39.65
246,104.0997464,30.62619552,104.1007334,30.62658897,104.1724733,24.65
247,104.0997464,30.62619552,104.0995887,30.62730653,124.055725,28.95
248,104.1485968,30.65835293,104.1480248,30.65670291,190.9052235,19.45833333
249,104.1485968,30.65835293,104.1458357,30.65918716,280.2382615,23.8
250,103.9851381,30.61499377,103.9872194,30.61048908,537.6519444,50.54
251,103.9851381,30.61499377,103.9828708,30.62025518,622.3122248,28.225
252,104.0292501,30.58423404,104.0283682,30.5816609,297.4542591,27.33333333
253,104.0292501,30.58423404,104.0317101,30.58346893,250.6598557,33.65
254,104.0292501,30.58423404,104.0258455,30.58528944,346.78701,31.58666667
255,104.0292501,30.58423404,104.0301944,30.58666704,284.4441927,33.65
256,104.0925349,30.60819686,104.0925346,30.60710553,120.950215,22.95
257,104.0925349,30.60819686,104.0957775,30.60819498,310.8469857,43.81845238
258,104.0925349,30.60819686,104.0836116,30.6089152,859.1051817,51.975
259,104.0925349,30.60819686,104.0910757,30.61650609,931.4646503,37.26428571
260,104.1494061,30.60476611,104.1430664,30.59666843,1083.881004,24.53333333
261,104.1494061,30.60476611,104.1559375,30.60084119,762.4217694,18.7625
262,104.1494061,30.60476611,104.1463549,30.60674406,365.5265608,23.14166667
263,104.1494061,30.60476611,104.1526212,30.6089618,557.8703401,22.72916667
264,103.9772319,30.75266673,103.9719399,30.74616094,881.2258787,38.9075
265,103.9772319,30.75266673,103.9925196,30.73704047,2267.452804,45.64833333
266,103.9772319,30.75266673,103.9721281,30.75869493,827.6900126,47.91354167
267,103.9772319,30.75266673,103.9946657,30.76457468,2127.548928,45.64833333
268,104.0492907,30.73539337,104.0494214,30.73264506,304.8576438,47.3
269,104.0492907,30.73539337,104.0557475,30.73512754,618.8615534,52.875
270,104.0492907,30.73539337,104.0434242,30.733702,592.1145424,52.875
271,103.9579823,30.70105758,103.9578968,30.69981301,138.1830066,25.93333333
272,103.9579823,30.70105758,103.9600779,30.70097319,200.9250985,22.55
273,104.0016803,30.67972348,104.0001306,30.67735769,301.3132414,20.525
274,104.0016803,30.67972348,104.0041934,30.67864559,268.7515305,32.6
275,104.0016803,30.67972348,103.9994992,30.68075283,238.0516,36.03333333
276,104.0016803,30.67972348,104.0032686,30.68195435,290.3158797,50.85
277,104.1011692,30.69006594,104.099622,30.68819597,254.7836353,39.25
278,104.1011692,30.69006594,104.1032213,30.68891742,234.1682854,38.075
279,104.1011692,30.69006594,104.1032345,30.69290878,372.02162,47.28571429
280,104.1409475,30.68134439,104.1375902,30.67794134,495.6572492,30.7
281,104.1409475,30.68134439,104.1353846,30.6850185,670.6359917,51.35
282,104.1409475,30.68134439,104.1476634,30.68782026,963.8123125,37.445
283,103.9911436,30.62966155,103.987755,30.62805485,370.3952835,44.83
284,103.9911436,30.62966155,103.9926702,30.62703779,325.53111,30
285,103.9911436,30.62966155,103.9932544,30.63065031,230.078411,46.85
286,104.0139977,30.66431216,104.0055646,30.66356549,812.2037884,12.85
287,104.0139977,30.66431216,104.014074,30.66498919,75.3913012,15.26666667
288,104.0742198,30.62620311,104.0743822,30.6227454,383.5315126,36.365
289,104.0742198,30.62620311,104.0776053,30.62618671,324.4906359,29.58333333
290,104.0742198,30.62620311,104.074146,30.62766337,161.9954584,34.0375
291,104.1831282,30.66441799,104.1831593,30.65487167,1058.0009,27.7
292,104.1831282,30.66441799,104.174737,30.66454521,804.0456248,50.75
293,103.9922157,30.61292033,103.9872194,30.61048908,549.5478994,40.82916667
294,103.9922157,30.61292033,103.9983609,30.6065462,919.8431229,24.575
295,103.9922157,30.61292033,103.9855772,30.62085604,1085.589741,38.9
296,104.0186689,30.5856335,104.0158469,30.58332268,372.5739333,66.58333333
297,104.0186689,30.5856335,103.9997597,30.58962127,1866.193322,42.6
298,104.0186689,30.5856335,104.0313763,30.59554599,1640.565362,46.42083333
299,104.0708672,30.61744157,104.0707151,30.61665206,88.70577189,13.65
300,104.0708672,30.61744157,104.0715609,30.61755497,67.67788705,15.4
301,104.1400423,30.59261383,104.1409451,30.59204616,107.0088861,36.63333333
302,104.1400423,30.59261383,104.1360359,30.59511501,473.6901755,31.6
303,104.1400423,30.59261383,104.1430664,30.59666843,534.7818544,33.62
304,103.9552436,30.7700213,103.9619529,30.76609451,775.7273466,61.85
305,103.9552436,30.7700213,103.9849489,30.78236038,3154.6432,59.4578125
306,104.0454649,30.75117149,104.042756,30.74664014,565.2138329,51.6
307,104.0454649,30.75117149,104.0490336,30.74739145,540.5774824,47.7
308,104.0454649,30.75117149,104.0481228,30.7539247,397.2930404,55.50833333
309,103.9945152,30.68621014,103.9929798,30.68390412,294.8788977,54.075
310,103.9945152,30.68621014,103.9980009,30.68452005,382.8435085,72.65
311,103.9945152,30.68621014,103.9906099,30.68806191,426.6868549,72.65
312,103.9945152,30.68621014,103.9988879,30.69473327,1033.325213,50.01458333
313,104.0217392,30.67914647,104.0192811,30.67648682,377.2787873,43.4
314,104.0217392,30.67914647,104.022412,30.67849209,97.02682425,9.8
315,104.0217392,30.67914647,104.0229629,30.68025139,169.5263733,41.4
316,104.0980229,30.71968669,104.0964555,30.71894934,170.884252,28.05
317,104.0980229,30.71968669,104.1018715,30.7188824,379.1506685,26.5
318,104.0980229,30.71968669,104.0982053,30.7212584,175.0677146,32.925
319,104.1692351,30.70602859,104.1692364,30.7015895,491.9788734,31.5
320,104.1692351,30.70602859,104.1636044,30.70562279,541.0916099,38.6
321,103.9834118,30.64102237,103.9784668,30.63921045,514.6940253,41.56
322,103.9834118,30.64102237,103.9845026,30.63716601,440.0064418,67.11875
323,103.9834118,30.64102237,103.9863516,30.64206014,304.3038699,46.32375
324,103.9834118,30.64102237,103.9819807,30.64440871,399.5874423,24.7
325,104.041432,30.62375282,104.0388775,30.62491655,276.7374659,43.47083333
326,104.0894982,30.65024457,104.0888813,30.64903065,146.9511223,22.69791667
327,104.0894982,30.65024457,104.0898351,30.6510373,93.60051923,23.70625
328,104.1371922,30.63929681,104.123009,30.63877907,1360.418285,24.08
329,104.1371922,30.63929681,104.1364419,30.63755553,205.9431244,52.3202381
330,104.1371922,30.63929681,104.1412091,30.63877966,389.1891435,54.54
331,104.1371922,30.63929681,104.1369623,30.6514217,1343.962194,37.43333333
332,103.9721097,30.60924975,103.9698331,30.60822849,245.8542348,30.75
333,103.9721097,30.60924975,103.9718535,30.60676545,276.4329203,28.78333333
334,103.9721097,30.60924975,103.9663699,30.61838763,1152.580029,29.76666667
335,104.0600781,30.61857201,104.0598999,30.62248789,434.3321001,26.32
336,104.0598999,30.62248789,104.0645381,30.62255535,444.6381518,46.725
337,104.0598999,30.62248789,104.0549769,30.62263487,472.1494252,52.04375
338,104.0598999,30.62248789,104.0599492,30.6251091,290.5469425,23.4
339,104.0758544,30.58360116,104.0723172,30.57817949,689.9948448,45.39285714
340,104.0758544,30.58360116,104.0750659,30.59133644,860.6192695,34.8
341,104.1526008,30.59079768,104.1497085,30.58671198,530.9788349,52.25
342,104.1526008,30.59079768,104.1430664,30.59666843,1122.026642,26.63333333
343,104.1526008,30.59079768,104.1559375,30.60084119,1158.153395,33.62
344,103.9719399,30.74616094,103.9650646,30.73928236,1007.20024,42.27791667
345,104.0354305,30.74630622,104.0400009,30.74081135,749.885223,54.43333333
346,104.0354305,30.74630622,104.042756,30.74664014,702.2276992,58.45
347,104.0354305,30.74630622,104.0257262,30.75797789,1592.572846,56.44166667
348,103.9980009,30.68452005,103.9964967,30.68224322,290.5871016,44.9
349,103.9980009,30.68452005,104.0008267,30.68310339,312.9263622,30.2
350,103.9980009,30.68452005,103.9991279,30.68644492,239.0985736,42.05
351,104.0229801,30.69537616,104.020265,30.6931301,359.9913936,16.1375
352,104.0229801,30.69537616,104.027045,30.69251558,502.0930578,23.45
353,104.0229801,30.69537616,104.0250491,30.69704864,271.3491026,35.725
354,104.0229801,30.69537616,104.0213322,30.69724433,260.3460928,22.02083333
355,104.0853272,30.68633229,104.0835475,30.68354394,352.9318802,22.25
356,104.0853272,30.68633229,104.0882401,30.6850032,315.5116221,21.73333333
357,104.0853272,30.68633229,104.0825614,30.68754155,296.8924869,34.2
358,104.0853272,30.68633229,104.0875661,30.68960162,421.0464061,21.575
359,104.1462028,30.72511547,104.1329977,30.71471837,1710.720489,42.76875
360,104.1462028,30.72511547,104.1454657,30.71104408,1561.121132,44.068125
361,103.9975143,30.66374322,103.9950403,30.66375076,237.0402654,32.42
362,103.9975143,30.66374322,103.9994246,30.6637374,183.0300287,28.55208333
363,103.9975143,30.66374322,103.9975617,30.66511082,151.6410718,24.05
364,104.0192612,30.66338368,104.0194321,30.65955788,424.3351096,72.35
365,104.0192612,30.66338368,104.0215958,30.66356652,224.5953135,64.5
366,104.0192612,30.66338368,104.0192041,30.66475911,152.5390573,43.75
367,104.0797902,30.66062591,104.078706,30.65916798,192.0974179,9.8
368,104.0797902,30.66062591,104.0821018,30.65950096,254.1594452,22.75
369,104.0782286,30.66139729,104.0797902,30.66062591,172.3249935,26.9
370,104.0797902,30.66062591,104.0814139,30.66323476,328.3305018,42.46666667
371,104.158009,30.63265017,104.1567215,30.62997401,321.2386193,43.95
372,104.158009,30.63265017,104.1665373,30.62856108,934.5742395,52
373,104.158009,30.63265017,104.1523394,30.63505025,604.9681706,34.175
374,103.9896589,30.62215352,103.9855772,30.62085604,416.8350472,31.00104167
375,103.9896589,30.62215352,103.9943014,30.62444502,512.3599603,22.725
376,103.9896589,30.62215352,103.9880426,30.62480647,332.3477681,35.5
377,104.0520549,30.57791347,104.0479108,30.57775318,397.789706,43.13333333
378,104.0520549,30.57791347,104.0573648,30.57797339,509.2293938,33.1
379,104.0520549,30.57791347,104.0521039,30.58111487,354.8405378,20.65
380,104.0783955,30.61080386,104.0773184,30.60357397,807.9075937,30.6375
381,104.0783955,30.61080386,104.0836116,30.6089152,542.0671848,41.8625
382,104.0783955,30.61080386,104.0748969,30.6108969,335.5366158,46.5
